condition,scenario_id,trait,target_direction,bfi_score,trait_score,consistency,bfi_target_score,bfi_target_attainment,trait_target_score,trait_target_attainment
baseline,trait_agreeableness_00851,agreeableness,high,0.5555555555555556,0.5205573594736266,0.965001803918071,0.5555555555555556,0.05555555555555558,0.5205573594736266,0.02055735947362658
baseline,trait_agreeableness_00852,agreeableness,high,0.5555555555555556,0.4550373269606433,0.8994817714050878,0.5555555555555556,0.05555555555555558,0.4550373269606433,-0.04496267303935669
baseline,trait_agreeableness_00853,agreeableness,high,0.5555555555555556,0.5168783515691757,0.9613227960136201,0.5555555555555556,0.05555555555555558,0.5168783515691757,0.01687835156917572
baseline,trait_agreeableness_00854,agreeableness,high,0.5555555555555556,0.4675027867407437,0.9119472311851882,0.5555555555555556,0.05555555555555558,0.4675027867407437,-0.03249721325925631
baseline,trait_agreeableness_00855,agreeableness,high,0.5555555555555556,0.4606524086387401,0.9050968530831844,0.5555555555555556,0.05555555555555558,0.4606524086387401,-0.039347591361259926
baseline,trait_agreeableness_00856,agreeableness,high,0.5555555555555556,0.4709916132097475,0.9154360576541919,0.5555555555555556,0.05555555555555558,0.4709916132097475,-0.029008386790252527
baseline,trait_agreeableness_00857,agreeableness,high,0.5555555555555556,0.5048391596203917,0.9492836040648361,0.5555555555555556,0.05555555555555558,0.5048391596203917,0.00483915962039172
baseline,trait_agreeableness_00858,agreeableness,high,0.5555555555555556,0.4470311105251312,0.8914755549695756,0.5555555555555556,0.05555555555555558,0.4470311105251312,-0.052968889474868774
baseline,trait_agreeableness_00859,agreeableness,high,0.5555555555555556,0.5929671493008949,0.9625884062546607,0.5555555555555556,0.05555555555555558,0.5929671493008949,0.09296714930089489
baseline,trait_agreeableness_00860,agreeableness,high,0.5555555555555556,0.4605861523834788,0.9050305968279232,0.5555555555555556,0.05555555555555558,0.4605861523834788,-0.039413847616521225
